economy,series,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
AFE,SE.SEC.ENRR.MA,29.9147891998291,31.2034797668457,31.9824695587158,32.7631492614746,34.5908699035645,35.7283401489258,37.3952903747559,39.0591583251953,40.3244514465332,41.3559188842773,42.081600189209,42.4351081848145,43.3469886779785,43.6335487365723,44.6735801696777,44.8140106201172,45.0760307312012,45.650218963623,45.9612617492676,46.5883598327637,47.018871307373,47.5120506286621,47.6300582885742,,
AFE,SE.TER.ENRR,3.99448990821838,4.2595100402832,4.5005898475647,4.8099799156189,5.12434005737305,5.39512014389038,5.67903995513916,5.82964992523193,6.22163009643555,6.78540992736816,7.34631013870239,7.71177005767822,7.9946699142456,8.18673038482666,8.29104042053223,8.43400001525879,8.57314014434814,8.71269035339355,8.7509298324585,8.67273044586182,8.71187019348145,8.66186046600342,,,
AFE,SE.TER.ENRR.FE,3.50468993186951,3.73327994346619,3.99998998641968,4.21983003616333,4.51276016235352,4.7675199508667,5.08440017700195,5.2108302116394,5.50124979019165,5.97102022171021,6.4226598739624,6.66951990127563,7.10451984405518,7.3339900970459,7.40940999984741,7.53871011734009,7.71562004089355,7.9309401512146,8.0177001953125,7.97016000747681,8.05679988861084,8.02046966552734,,,
AFE,SE.TER.ENRR.MA,4.49486017227173,4.79491996765137,5.00834989547729,5.40652990341187,5.74175977706909,6.02826023101807,6.27903985977173,6.45374011993408,6.94767999649048,7.60516977310181,8.27505016326904,8.75815010070801,8.88735008239746,9.0416202545166,9.17440986633301,9.32995986938477,9.42959022521973,9.49413013458252,9.4838695526123,9.3754997253418,9.36713981628418,9.30325031280518,,,
AFG,SE.PRM.ENRR,21.4578495025635,22.1396503448486,73.4013137817383,95.3357467651367,105.475051879883,99.50390625,102.284866333008,99.3228988647461,104.445137023926,99.7054214477539,103.48560333252,101.542083740234,106.575317382812,107.942840576172,109.829452514648,106.773551940918,106.784042358398,106.54354095459,107.687660217285,109.075309753418,,,,,
AFG,SE.PRM.ENRR.FE,0.0,0.0,45.289249420166,67.7774276733398,62.8472290039062,72.6781768798828,77.9809265136719,75.0916976928711,80.9189910888672,78.9098129272461,83.5823516845703,84.4092712402344,89.1339797973633,88.9333267211914,90.1360397338867,86.3734893798828,86.2912979125977,85.887451171875,86.1061782836914,87.5758590698242,,,,,
AFG,SE.PRM.ENRR.MA,42.0252113342285,43.347900390625,100.316429138184,121.708023071289,146.238525390625,125.132736206055,125.48087310791,122.418601989746,126.83984375,119.475723266602,122.387077331543,117.800979614258,123.121421813965,125.977630615234,128.515670776367,126.134391784668,126.238311767578,126.160003662109,128.190673828125,129.512435913086,,,,,
AFG,SE.SEC.ENRR,,14.0404100418091,,13.959529876709,19.2143802642822,20.2735099792481,29.523889541626,28.8154907226562,38.930850982666,44.2999496459961,50.4406204223633,52.4474296569824,54.372859954834,54.8833694458008,54.2936515808105,53.1501083374023,53.4350395202637,55.5364303588867,57.3578491210938,,,,,,
AFG,SE.SEC.ENRR.FE,,0.0,,6.96920013427734,6.38919019699097,9.67969036102295,15.3283004760742,15.3513603210449,22.7884502410889,28.3175792694092,33.0262413024902,36.9816284179688,38.5514297485352,38.722900390625,38.5330581665039,37.8227882385254,38.5832786560059,39.937858581543,41.3507118225098,,,,,,
AFG,SE.SEC.ENRR.MA,,27.5238704681396,,20.6670799255371,31.5132808685303,30.4265899658203,43.1234703063965,41.7095108032227,54.385311126709,59.5962791442871,67.0962295532227,67.2269515991211,69.4783020019531,70.2932281494141,69.3047866821289,67.7319869995117,67.5515823364258,70.3545913696289,72.5660171508789,,,,,,
AFG,SE.TER.ENRR,,,,1.37434995174408,1.39064002037048,,,,,3.93815994262695,,3.68686008453369,,,8.39764022827148,,,,9.99592018127441,,10.85435962677,,,,
AFG,SE.TER.ENRR.FE,,,,0.571370005607605,0.578159987926483,,,,,1.4480299949646,,1.8252899646759,,,3.49629998207092,,,,5.02065992355347,,5.93654012680054,,,,
AFG,SE.TER.ENRR.MA,,,,2.14711999893189,2.17249989509583,,,,,6.33436012268066,,5.47669982910156,,,13.104100227356,,,,14.7765998840332,,15.5847797393799,,,,
AFW,SE.PRM.ENRR,80.5795135498047,81.1157913208008,82.8384094238281,83.5836715698242,85.4685897827148,86.3789825439453,87.1062622070312,84.3852386474609,81.9908599853516,83.7195510864258,84.4784698486328,87.8220062255859,89.4396514892578,90.5897598266602,89.1206970214844,87.0966186523438,86.6979904174805,86.7825393676758,86.6523513793945,87.5555572509766,88.1576232910156,88.094856262207,89.5019226074219,90.8780364990234,91.0609893798828
AFW,SE.PRM.ENRR.FE,71.4281768798828,72.4831008911133,74.1047286987305,75.2953186035156,77.389030456543,78.62255859375,80.0140228271484,78.3549194335938,76.4313812255859,78.4203033447266,79.7003021240234,83.7380523681641,86.4632720947266,87.7490921020508,86.623908996582,84.5517883300781,83.6496429443359,84.1819534301758,84.5205307006836,85.7524185180664,86.6695709228516,86.7731704711914,88.0174407958984,89.2489776611328,89.6820220947266
AFW,SE.PRM.ENRR.MA,89.5402526855469,89.5624771118164,91.3788375854492,91.6851425170898,93.3617935180664,93.9539413452148,94.0319366455078,90.2734909057617,87.4185104370117,88.8881912231445,89.1337890625,91.7974090576172,92.3349533081055,93.351676940918,91.5471572875977,89.569938659668,89.6603698730469,89.3093109130859,88.7229919433594,89.3064727783203,89.6025772094727,89.3786163330078,90.9440765380859,92.4607009887695,92.4012222290039
AFW,SE.SEC.ENRR,22.3391399383545,23.9813995361328,25.3692607879639,27.1360893249512,28.7706794738769,29.5611190795898,29.8653297424316,30.1015605926514,32.6177215576172,35.1795806884766,38.3284301757812,40.1716804504395,41.6457786560059,46.4255905151367,42.5117301940918,43.7089309692383,42.3061790466309,42.4331703186035,42.7145614624023,43.9062690734863,44.7343406677246,45.5674285888672,45.6372985839844,46.4422416687012,46.3004913330078
AFW,SE.SEC.ENRR.FE,18.7828693389893,20.19407081604,20.6358604431152,22.5834197998047,24.1746807098389,25.2043399810791,25.3873996734619,25.3766708374023,28.1702404022217,30.8871803283691,33.9896202087402,35.5903816223145,37.8155899047852,42.5206108093262,38.7878112792969,40.3699607849121,39.0918617248535,39.740650177002,40.4764213562012,42.076530456543,43.326961517334,44.3946685791016,44.9384689331055,46.1132011413574,46.0673294067383
AFW,SE.SEC.ENRR.MA,25.8329792022705,27.6993408203125,30.0123596191406,31.5979099273682,33.2710914611816,33.8232002258301,34.2423706054688,34.7163581848145,36.9593315124512,39.3696784973145,42.5637512207031,44.6402587890625,45.3772811889648,50.2240180969238,46.1268005371094,46.9467315673828,45.4205017089844,45.0409698486328,44.8823089599609,45.6785697937012,46.0977096557617,46.7034606933594,46.3141708374023,46.7609710693359,46.5263290405273
AFW,SE.TER.ENRR,4.95100021362305,5.43233013153076,5.93669986724854,6.43214988708496,6.620689868927,7.03709983825684,7.09086990356445,7.31161022186279,7.55156993865967,7.67314004898071,7.94076013565063,8.23383045196533,8.61141014099121,9.13339042663574,9.39218044281006,9.45302963256836,9.26937007904053,9.39776039123535,9.58899021148682,9.73875999450684,9.93537998199463,10.1902599334717,,,
AFW,SE.TER.ENRR.FE,3.72952008247375,4.06348991394043,4.42965984344482,4.76814985275269,4.98808002471924,5.32982015609741,5.376540184021,5.55767011642456,5.72002983093262,5.89408016204834,6.08655977249146,6.21005010604858,6.53436994552612,6.99527978897095,7.21031999588013,7.38692998886108,7.29552984237671,7.38944005966187,7.66539001464844,7.9415397644043,8.16154003143311,8.47974014282227,,,
AFW,SE.TER.ENRR.MA,6.15844011306763,6.78414011001587,7.42371988296509,8.07135963439941,8.22708988189697,8.71543025970459,8.77538013458252,9.03394985198975,9.34912014007568,9.41895008087158,9.76231002807617,10.2214803695679,10.6504697799683,11.2306900024414,11.5302801132202,11.4749402999878,11.1979904174805,11.3570003509522,11.4625396728516,11.4861497879028,11.6578903198242,11.8494596481323,,,
AGO,SE.PRM.ENRR,,,,,,,,106.341453552246,113.292236328125,112.278953552246,113.87258174337,128.386344899029,,,,120.580276489258,,,,,,89.2266094661321,,86.7353918783767,
AGO,SE.PRM.ENRR.FE,,,,,,,,,104.482917785645,102.934066772461,101.911267747543,99.9700503624111,,,,113.231742858887,,,,,,87.6051433531287,,87.0918938917651,
AGO,SE.PRM.ENRR.MA,,,,,,,,,122.106079101562,121.625442504883,125.828803030125,156.771651774547,,,,127.901176452637,,,,,,90.8379569429832,,86.3815284301464,
AGO,SE.SEC.ENRR,13.3690700531006,15.0013399124146,16.1495990753174,,,,,,22.7990207672119,24.3320198059082,28.2108038778932,29.6869517832747,,,,,54.4167987304753,,,,,53.1351542727131,,51.4839046246776,
AGO,SE.SEC.ENRR.FE,12.1040000915527,13.2332096099853,14.7315998077393,,,,,,19.9174499511719,21.1587905883789,22.98756980896,22.3924407958984,,,,,42.9851256990708,,,,,49.4286274279557,,48.1175394651696,
AGO,SE.SEC.ENRR.MA,14.6383304595947,16.775390625,17.5723991394043,,,,,,25.6892204284668,27.5140991210938,33.448169708252,34.4922904968262,,,,,65.8643117501681,,,,,56.8335031966759,,54.8392279068033,
AGO,SE.TER.ENRR,,,0.783640027046204,2.87620997428894,2.14597010612488,2.6385600566864,2.55977010726929,,,,,6.44004138280629,,9.22339720175662,,8.78320868033121,9.78287696232453,,,,,,,10.04935810264,9.9549065722902
AGO,SE.TER.ENRR.FE,,,0.620840013027191,,,,,,,,,3.51201096975863,,8.24013760158027,,7.78538127997885,8.91518937968949,,,,,,,9.93361649716081,9.89837613864088
AGO,SE.TER.ENRR.MA,,,0.948490023612976,,,,,,,,,9.39424990871936,,10.2153644368226,,9.789487041765,10.657707355364,,,,,,,10.1656004608435,10.0116183710916
ALB,SE.PRM.ENRR,,,110.338920593262,107.598258972168,104.131721496582,107.016143798828,105.477783203125,103.488441467285,100.383003234863,100.923736572266,99.8618342722087,101.580273662891,102.067360891559,101.474954848321,105.770581813858,105.688652991606,105.324777401077,105.414970908323,104.568015324639,102.58954115148,100.020970049835,97.1075038284839,96.3712299304757,93.7138120137738,111.511650085449
ALB,SE.PRM.ENRR.FE,,,108.282859802246,106.092651367188,103.175003051758,105.857566833496,104.857566833496,103.241828918457,100.32054901123,100.334747314453,99.5512062495926,101.190228844499,101.568549897997,100.55222552247,105.631216351857,104.83019313685,104.604589791967,103.944432538732,102.376650451703,99.5995531062879,97.267965482157,94.1969388262188,93.0946774620044,90.1667647134051,111.428237915039
ALB,SE.PRM.ENRR.MA,,,112.292846679688,109.032371520996,105.038497924805,108.110420227051,106.059463500977,103.717819213867,100.440391540527,101.46492767334,100.145293262981,101.934695051784,102.517958554289,102.31247627668,105.896066550272,106.465263900317,105.978096718982,106.763128698225,106.626548924655,105.451486933013,102.676764616783,99.938374537809,99.6026177555354,97.2413705390074,111.588859558105
ALB,SE.SEC.ENRR,,,74.5389175415039,77.751823425293,78.9801864624023,82.9714279174805,84.3257675170898,86.2188568115234,87.8338394165039,89.3157196044922,93.6818237304688,95.4705276489258,97.6086120605469,102.903209514161,103.321377531566,102.440729325166,99.170755047578,97.5743697537481,98.822387862215,99.01515356567,95.9294474518951,97.665033031442,97.3224714726407,96.1368771236947,108.355392456055
ALB,SE.SEC.ENRR.FE,,,,,77.1257705688477,80.9782333374023,82.5476684570312,84.5937118530273,85.9438629150391,88.4567413330078,91.1922378540039,92.2981491088867,94.2191162109375,99.1101650982234,98.9064599746518,99.0993228142471,96.6560853943559,94.9233468518998,95.8495450622985,95.5375027821055,92.2998271538817,94.3556604734894,93.2280956589459,92.6682931237011,106.71573638916
ALB,SE.SEC.ENRR.MA,,,,,80.7685012817383,84.8915634155273,86.0366134643555,87.7839126586914,89.65576171875,90.1436004638672,96.0830764770508,98.5154190063477,100.847038269043,106.505821699589,107.508274745718,105.580395149237,101.519802399619,100.060695980577,101.628206044152,102.309227120431,99.3889705313636,100.812443468148,101.239932352104,99.4990102825512,109.887336730957
ALB,SE.TER.ENRR,,,16.3895606994629,16.3662395477295,19.1295795440674,22.389009475708,26.2101001739502,30.2319297790527,31.6839599609375,32.9239883422852,43.3279304504395,49.3997040639925,58.6214186004979,63.8440585382953,65.5507096860696,61.9608485481051,58.4884791901189,58.0177836674929,56.0802964109938,61.4085141527142,61.5853024328899,59.9698690125562,62.647921513098,64.7293520237257,81.9986267089844
ALB,SE.TER.ENRR.FE,,,19.5883502960205,19.7989501953125,23.2279891967773,26.6828994750977,30.5197200775146,35.5193481445312,36.394588470459,38.1325798034668,49.6336517333984,56.2686387324156,66.9087611209798,73.0355050914662,75.6627224362502,71.7403206883066,69.4634217500182,69.6489676008613,67.0805071747503,73.0472843844399,74.0293151569234,72.8731019839685,74.8408843267243,77.0315270509882,92.4877777099609
ALB,SE.TER.ENRR.MA,,,12.9456195831299,12.7166595458984,14.8595695495606,17.9951705932617,21.9083309173584,25.0691299438477,27.1613101959229,27.9654998779297,37.3697204589844,42.8959527680329,50.7768712309329,55.1454075105893,55.9418921372798,52.6765625348076,48.1246508353167,46.8398087843691,45.1143786685694,49.7005563627343,49.2399698624977,47.201688528224,50.6193427833757,52.7499368314663,70.7431869506836
AND,SE.PRM.ENRR,,,100.489242553711,102.448677062988,99.3939437866211,90.0573196411133,90.3818130493164,88.5400009155273,87.0373992919922,85.0247116088867,84.9445571899414,86.2257308959961,83.5187072753906,85.0512237548828,87.0263326910726,88.5957446808511,91.0415773681955,90.2031316123572,90.7088926174497,90.3239289446186,89.4271272114575,89.7379912663755,90.4656808651512,97.4446725986767,99.8579545454545
AND,SE.PRM.ENRR.FE,,,99.5401077270508,101.243522644043,99.6029815673828,89.3557434082031,90.4489364624023,87.7413864135742,85.3462219238281,84.6123275756836,84.695930480957,86.5703430175781,82.4978790283203,84.375,86.7300724637681,87.9302637460885,89.4359892569382,89.671772428884,88.7601887601888,88.8560574081891,88.4664131812421,88.7723896898209,90.3383793410508,97.5417439703154,99.7591522157996
AND,SE.PRM.ENRR.MA,,,101.360862731934,103.549461364746,99.2087936401367,90.6850509643555,90.3212966918945,89.2666168212891,88.6066513061523,85.4022598266602,85.1768188476562,85.9127731323242,84.446159362793,85.6630783081055,87.2919204222493,89.2001624035729,92.5164473684211,90.7005325686194,92.5728354534263,91.7632450331126,90.3821923561529,90.7027498908773,90.5908096280088,97.3506960035923,99.9534450651769
AND,SE.SEC.ENRR,,,82.6385192871094,83.0041580200195,79.7546005249023,86.0663299560547,85.2862777709961,82.7160491943359,82.462532043457,82.9412994384766,85.4886322021484,86.196891784668,87.2305068969727,86.7936096191406,88.978157043457,91.2962188720703,94.6524124145508,95.1090393066406,95.9804306030273,96.574333190918,97.1500396728516,98.0404205322266,98.5098724365234,99.5086517333984,101.923820495605
AND,SE.SEC.ENRR.FE,,,86.0109329223633,85.6380081176758,81.919189453125,89.476188659668,87.2272720336914,86.0921096801758,87.1264419555664,86.3205413818359,89.5385971069336,87.3739624023438,88.5964889526367,87.8670120239258,89.3149490356445,90.8539199829102,95.5604400634766,95.4148483276367,97.8036804199219,96.3111114501953,96.9991226196289,98.0232086181641,98.0160369873047,99.4687423706055,101.475868225098
AND,SE.SEC.ENRR.MA,,,79.4897994995117,80.5063323974609,77.7088317871094,82.8724365234375,83.4345169067383,79.6617202758789,78.3967895507812,79.9520797729492,82.0242309570312,85.1415100097656,86.0062866210938,85.8255462646484,88.669563293457,91.7032318115234,93.7916717529297,94.8212127685547,94.3342819213867,96.813232421875,97.286506652832,98.0559921264648,98.9603424072266,99.5456314086914,102.34937286377
AND,SE.TER.ENRR,,,7.30906009674072,8.82606983184814,8.74042987823486,8.45697021484375,9.93558025360107,,11.0230503082275,,,,12.870249017038,14.5405405405405,13.5399673735726,13.8206896551724,15.2011095700416,15.6664896441848,15.7132150886835,15.4352596927579,15.2605749006777,15.4117647058823,34.6414389161411,62.4106937082277,67.6767676767677
AND,SE.TER.ENRR.FE,,,7.43847990036011,8.69312000274658,8.54111003875732,8.83697032928467,11.0764398574829,,13.127799987793,,,,16.2323561346363,17.9807146908678,16.4359861591695,17.2023809523809,18.0109157064888,17.5621028307337,16.9500531349628,16.7792207792208,15.7946692991116,16.7230546157564,35.3111432706223,68.0038204393505,70.9377901578459
AND,SE.TER.ENRR.MA,,,7.18498992919922,8.95608043670654,8.93795967102051,8.09638977050781,8.89729976654053,,9.05712985992432,,,,9.73137354282818,11.4093959731544,10.9567901234568,10.8997429305913,12.8323108384458,14.0540540540541,14.6157472890146,14.2463235294118,14.780292942743,14.1678129298487,34.0126811594203,57.1937639198218,64.6240764884833
